#{"t_start": 1760363941.1958025, "env_id": "LunarLander-v3"}
r,l,t
276.785449,291,2943.727884
244.861455,357,2944.293241
255.079692,219,2944.647843
251.304307,222,2944.991436
286.503382,320,2945.727834
302.344452,279,2946.329774
265.272858,265,2946.894883
65.096847,133,2947.218679
277.42092,233,2947.665019
248.019131,446,2948.36739
260.854963,286,2948.818546
269.596545,280,2949.381114
255.192692,228,2949.752339
260.825782,428,2950.441604
267.324941,167,2950.71593
268.413848,239,2951.079019
271.562784,359,2951.652869
268.670917,221,2951.989465
243.174031,265,2952.404323
280.803945,292,2952.868286
279.158478,237,2953.23453
276.662251,417,2953.924354
259.854564,232,2954.304412
289.089127,322,2954.83232
248.099979,218,2955.179393
285.323735,294,2955.658844
187.167749,1000,2957.291444
259.764532,372,2958.07468
266.159988,238,2958.432301
262.368971,196,2958.556563
268.231882,221,2958.70226
245.048104,309,2958.899244
258.086028,180,2959.00853
270.753743,238,2959.584866
290.002162,336,2960.259282
275.500502,361,2960.831701
264.544775,283,2961.293257
252.821019,291,2961.751964
42.852139,106,2961.926488
267.881643,249,2962.306637
252.385973,251,2962.694219
284.740542,317,2963.201535
259.560389,359,2963.765925
264.62344,248,2964.162267
294.429227,224,2964.517404
268.132089,145,2964.746775
238.320848,352,2965.307119
276.772276,226,2965.674348
274.250419,253,2966.082292
238.155432,886,2967.522831
266.270833,395,2968.157302
259.408604,242,2968.544583
310.798986,211,2968.88026
275.758064,223,2969.245303
252.267012,237,2969.627986
265.443757,328,2970.227544
266.89279,175,2970.608641
58.090507,126,2970.887896
256.099207,180,2971.296579
278.643029,305,2971.974389
271.954895,234,2972.520969
259.998736,287,2972.985922
276.125369,205,2973.318977
277.608006,436,2974.025217
238.43092,409,2974.676775
255.725358,198,2974.984103
42.951308,142,2975.201362
246.868146,180,2975.479793
240.496549,228,2975.843398
268.395421,209,2976.140666
264.880251,244,2976.255523
285.48364,192,2976.343059
255.711359,315,2976.485806
256.315678,223,2976.609857
305.209319,229,2976.980008
274.875977,239,2977.341748
25.8775,101,2977.494503
300.553598,251,2977.889555
250.139867,235,2978.262628
267.335968,178,2978.545573
251.182785,245,2978.944911
69.276342,130,2979.144988
299.379063,230,2979.518856
307.51989,247,2979.930849
281.191154,354,2980.485633
256.175441,205,2980.834323
258.252964,245,2981.23752
276.267843,206,2981.571349
239.996427,203,2981.90791
252.921629,185,2982.192635
269.498508,252,2982.676524
144.163296,1000,2984.980713
35.432294,133,2985.185551
169.455531,1000,2986.797393
263.028981,369,2987.393769
253.284471,283,2987.829886
262.330465,212,2988.17684
304.624486,261,2988.599147
166.643703,1000,2990.235847
309.321212,223,2990.578536
275.260945,252,2990.978033
277.359771,188,2991.288478
268.691859,276,2991.742504
254.706779,604,2992.713361
258.641532,359,2993.297929
251.109384,607,2993.768243
258.146303,203,2993.863959
264.145777,248,2993.977062
289.114338,182,2994.060604
149.834995,1000,2994.569138
285.767772,283,2995.101198
241.632288,196,2995.552752
262.032446,203,2996.003629
287.799452,234,2996.54284
253.060522,229,2997.101978
271.562521,194,2997.496048
251.247929,191,2997.812989
282.752507,231,2998.175687
235.558292,231,2998.553927
285.777052,250,2998.970972
291.626035,269,2999.394781
275.082496,247,2999.80978
248.680328,341,3000.357145
256.574434,276,3000.811293
167.882538,1000,3002.44585
292.056426,363,3003.029096
304.692278,237,3003.402044
251.724002,316,3003.914121
286.12186,240,3004.290539
276.738304,214,3004.637142
291.262866,241,3005.028987
252.40197,208,3005.351045
264.479024,204,3005.677055
260.209952,260,3006.084651
250.140527,204,3006.389559
275.198662,235,3006.747964
271.622286,213,3007.09437
287.817654,165,3007.357122
249.627093,239,3007.896204
296.183605,261,3008.446075
179.216221,1000,3010.421314
247.084684,387,3010.997041
263.037217,184,3011.293367
253.462904,177,3011.571218
294.248103,196,3011.87766
282.3828,204,3012.090934
279.474184,176,3012.184298
277.59517,181,3012.265514
261.671067,215,3012.362111
259.095278,219,3012.460648
256.989866,266,3012.869766
277.152159,245,3013.258398
301.510938,561,3014.145238
249.982597,661,3015.198545
292.264193,257,3015.612847
243.917631,166,3015.875069
260.470933,199,3016.176173
285.257847,296,3016.650686
262.14126,475,3017.399306
259.96602,258,3017.79493
253.596567,293,3018.241301
288.623907,301,3018.71689
299.952812,197,3019.008436
248.335414,289,3019.448809
291.561565,239,3019.84444
256.80554,209,3020.307505
253.970821,154,3020.675927
262.897639,231,3021.148395
246.933703,296,3021.825193
235.588613,579,3022.863017
234.483056,450,3023.551144
278.441817,304,3024.041842
17.24475,135,3024.249455
253.83569,230,3024.616018
302.779836,244,3025.014164
234.469407,258,3025.410892
310.870979,212,3025.748301
297.529043,264,3026.163494
275.407517,298,3026.623244
268.074967,297,3027.101784
275.129972,233,3027.471737
309.795881,215,3027.810891
283.859161,258,3028.238613
262.044527,227,3028.593446
259.580829,205,3029.014878
305.090052,237,3029.125396
268.985944,753,3029.49957
246.471655,250,3029.620651
293.708452,261,3029.742672
36.553327,156,3030.004397
288.819695,263,3030.419323
272.260504,215,3030.751066
286.539339,299,3031.225712
256.09976,206,3031.529236
253.631316,201,3031.832416
275.966919,278,3032.310428
271.776425,326,3033.018476
296.050078,191,3033.421282
14.807089,105,3033.639592
284.111292,300,3034.340126
275.18524,257,3034.830648
262.521898,212,3035.166538
278.835835,193,3035.467315
298.132048,182,3035.753202
256.073388,238,3036.11326
246.082806,368,3036.668576
269.926732,168,3036.917881
250.876681,246,3037.296013
265.013796,244,3037.682932
273.07699,223,3038.027238
274.722433,238,3038.404308
241.618785,218,3038.732247
277.010152,208,3039.058929
306.389242,244,3039.452861
247.326695,180,3039.730431
19.959597,115,3039.911269
259.219623,210,3040.242028
285.786948,466,3040.979738
2.431309,117,3041.159322
254.327252,157,3041.39935
279.876277,277,3041.831103
265.757806,206,3042.151512
258.014995,212,3042.497338
269.772608,251,3042.885454
267.312897,291,3043.338559
312.252896,220,3043.702806
280.737961,278,3044.160352
232.545815,245,3044.561335
77.574227,155,3044.919226
265.461007,267,3045.494174
271.283163,360,3046.276412
275.770364,255,3046.95014
293.820931,235,3047.102216
263.714997,217,3047.20619
171.26352,1000,3047.702162
234.855524,537,3047.975181
292.47554,186,3048.287937
251.206396,227,3048.634412
280.358368,362,3049.211031
267.86402,153,3049.454111
299.043998,263,3049.888619
286.968766,282,3050.334867
288.461597,206,3050.667877
302.102425,251,3051.0734
289.025611,184,3051.353692
20.97731,141,3051.56252
254.360906,222,3051.921067
275.505689,321,3052.441781
299.558965,305,3052.940818
243.11791,341,3053.494271
50.081718,128,3053.701276
292.862928,296,3054.180881
287.870987,243,3054.565156
280.820071,239,3054.955732
262.934757,217,3055.320478
302.009773,265,3055.749495
271.130498,223,3056.113901
280.926618,195,3056.428387
256.63229,255,3056.847483
284.127115,171,3057.154521
248.799423,246,3057.718778
265.677491,172,3058.088068
256.245815,165,3058.447369
43.10395,102,3058.663119
259.129983,233,3059.218866
255.387879,253,3059.752705
294.481014,318,3060.266257
281.616583,283,3060.715374
265.036193,235,3061.07854
253.624261,331,3061.620815
265.846948,259,3062.020782
242.988142,816,3063.299267
25.7948,143,3063.530279
54.037791,104,3063.698156
253.265411,287,3064.142427
300.692147,347,3064.714888
249.294464,374,3064.935118
277.045869,146,3065.003807
259.714079,234,3065.111264
282.020904,207,3065.207417
270.396323,288,3065.337476
260.218905,280,3065.809114
229.993046,263,3066.234692
276.377039,328,3066.768494
248.650518,225,3067.12365
272.038213,194,3067.427338
257.681508,194,3067.7505
282.606016,396,3068.381939
250.157725,186,3068.685662
290.855683,280,3069.137259
225.354922,254,3069.549827
248.240879,191,3070.010408
275.852722,188,3070.417459
279.601954,351,3071.17517
249.274651,486,3072.235353
263.677189,357,3072.815025
285.60375,285,3073.258846
248.042392,220,3073.597259
238.726229,296,3074.103809
55.120699,140,3074.321227
52.449532,117,3074.507738
311.449359,194,3074.810664
264.118554,215,3075.166147
274.641169,229,3075.51975
255.384495,187,3075.803603
270.017193,344,3076.34389
255.475018,400,3076.976668
27.670098,135,3077.199028
253.834439,238,3077.560776
283.416034,264,3077.968364
279.909358,211,3078.306126
279.653304,223,3078.671207
304.907064,156,3078.916849
30.439494,109,3079.087754
311.092043,210,3079.423863
270.932967,272,3079.867953
269.882923,238,3080.25837
1.291069,126,3080.448931
298.653009,236,3080.828526
258.070802,233,3081.224032
285.36719,253,3081.626438
270.493006,214,3081.969506
282.717129,254,3082.313424
311.427527,224,3082.459735
282.534477,278,3082.644139
225.373846,482,3082.957897
184.014478,1000,3083.606433
276.321578,260,3084.211313
289.533855,235,3084.734227
241.852936,352,3085.296834
291.184373,174,3085.586381
268.254905,209,3085.909737
278.825207,278,3086.351057
269.162545,366,3086.92356
283.514909,174,3087.196313
281.659009,361,3087.782176
268.990097,321,3088.274545
281.561616,257,3088.685066
247.382488,877,3090.032789
269.627862,201,3090.340447
268.248976,227,3090.706387
237.850598,218,3091.032754
292.843318,269,3091.432941
282.655443,282,3091.888727
53.070744,149,3092.111977
297.265297,224,3092.452339
286.537735,170,3092.727814
283.172855,349,3093.279783
241.474517,227,3093.626211
286.959385,283,3094.067658
187.204271,1000,3096.02888
262.945338,248,3096.570774
249.748539,299,3097.20852
291.273407,241,3097.568352
248.616361,244,3097.949064
237.954123,177,3098.239881
299.645156,249,3098.626828
255.894464,245,3098.993523
250.602886,737,3100.153822
253.058092,184,3100.386119
272.342219,209,3100.482826
238.467009,235,3100.59466
246.607765,179,3100.68341
284.619655,173,3100.763159
277.98439,219,3101.098037
235.986524,206,3101.424834
297.997108,257,3101.818569
242.806998,431,3102.471859
273.041094,272,3102.889005
266.460661,225,3103.252609
269.473378,228,3103.605148
266.799391,277,3104.009233
233.360909,267,3104.453804
254.935018,265,3104.854195
143.412308,1000,3106.393987
261.82994,196,3106.69366
275.715022,206,3107.008189
264.290235,198,3107.465181
265.153601,269,3108.029039
293.701769,243,3108.555995
264.550506,602,3109.832566
237.630456,231,3110.190502
278.245627,384,3110.794738
235.319237,218,3111.123266
273.513008,199,3111.433848
299.423872,312,3111.924629
257.29924,341,3112.434355
243.70426,224,3112.781462
289.972687,192,3113.060701
283.89611,222,3113.396148
258.022921,183,3113.674446
277.324651,235,3114.058059
265.548591,257,3114.447863
264.84312,298,3114.938726
264.719847,176,3115.230803
262.224665,309,3115.704936
276.831238,269,3116.119129
279.896974,209,3116.439633
282.599258,259,3116.84788
264.27592,225,3117.127487
294.978905,222,3117.234013
305.87477,234,3117.341219
255.747893,200,3117.433248
298.454971,235,3117.543806
291.679428,301,3118.010458
37.203389,83,3118.13882
281.14361,308,3118.602296
243.069669,175,3118.854512
282.29157,231,3119.216284
260.997014,181,3119.491013
271.019846,226,3119.964554
244.781472,278,3120.536981
266.189884,232,3121.013257
278.273484,178,3121.409942
272.775538,245,3121.950315
262.930252,238,3122.328334
254.861677,269,3122.741271
298.882688,206,3123.04743
280.704057,510,3123.846504
261.469387,190,3124.126662
280.34274,286,3124.583781
157.013497,1000,3126.145876
307.851326,186,3126.438624
264.079371,251,3126.819409
301.459466,290,3127.250884
265.138749,249,3127.640182
240.175846,274,3128.050558
262.140755,236,3128.415368
255.087591,297,3128.85896
246.908529,231,3129.21419
286.333352,296,3129.679853
260.543985,310,3130.149966
280.319055,301,3130.61737
306.978813,208,3130.921216
291.289453,243,3131.284533
269.227687,181,3131.560802
272.853393,293,3132.030594
281.129923,240,3132.562938
268.805199,213,3133.010689
288.869669,280,3133.632268
272.057525,270,3134.467212
248.206526,219,3134.574852
298.326488,312,3134.732509
276.453416,266,3134.853248
290.4276,229,3134.957481
311.613942,216,3135.283789
293.336718,315,3135.766054
293.955706,266,3136.16286
284.790939,291,3136.59347
258.976352,178,3136.874005
248.514534,318,3137.355229
231.133571,307,3137.835979
256.340814,212,3138.157276
131.219331,1000,3139.695612
300.950606,240,3140.058239
279.28708,297,3140.493796
289.215238,380,3141.06346
281.326295,228,3141.398732
279.585871,224,3141.722786
263.919835,332,3142.237159
299.174076,208,3142.550728
258.194101,280,3142.995044
262.402193,246,3143.374769
254.006609,348,3143.930151
269.444276,223,3144.297348
233.600805,220,3144.731482
256.469516,238,3145.243466
273.258591,207,3145.685281
267.752247,215,3146.165737
273.206323,274,3146.80298
299.357137,275,3147.287591
247.86298,494,3148.057056
250.913078,213,3148.412407
281.523469,229,3148.7938
272.799402,243,3149.175059
259.528835,208,3149.524353
297.279106,252,3149.925908
236.978317,307,3150.417797
284.033803,303,3150.884939
240.19105,338,3151.376326
270.719367,247,3151.491558
279.292114,203,3151.586112
265.966457,305,3151.732179
232.64259,238,3151.840762
244.498012,310,3152.313957
284.636113,284,3152.762691
254.515203,200,3153.058199
264.427347,225,3153.400225
308.016753,225,3153.772037
254.677129,239,3154.150838
271.318839,193,3154.449202
276.617219,273,3154.88272
271.380116,283,3155.321526
291.722883,162,3155.584739
276.710654,252,3155.968266
249.262444,279,3156.392299
275.868532,189,3156.705092
276.590655,277,3157.225641
302.427341,240,3157.756533
285.764936,271,3158.334247
274.400636,260,3158.920428
277.06557,275,3159.498903
293.690848,239,3159.880305
256.271679,349,3160.41224
282.395058,212,3160.738053
281.454439,225,3161.086093
266.140334,188,3161.366972
267.210157,263,3161.769586
241.420285,296,3162.225449
276.337062,208,3162.546027
244.760646,236,3162.917964
277.217469,182,3163.192042
278.235067,191,3163.47796
270.665946,256,3163.871026
258.40637,223,3164.226126
271.15308,246,3164.619853
259.891129,196,3164.926552
282.900727,207,3165.261942
294.166253,261,3165.667384
237.47312,200,3165.985972
310.230672,251,3166.369792
282.135762,275,3166.800621
266.130627,768,3168.018962
235.682211,213,3168.264991
260.166301,192,3168.352957
260.789989,288,3168.487322
266.906101,243,3168.605262
253.575682,258,3168.726446
247.010965,258,3169.143028
276.751433,253,3169.629504
261.842859,286,3170.293581
288.703606,212,3170.740676
243.637953,233,3171.271692
293.828532,228,3171.818651
243.803425,225,3172.187527
262.588014,167,3172.46415
280.05247,200,3172.777142
281.716181,263,3173.18377
258.318394,290,3173.651879
279.30915,178,3173.937093
240.700351,285,3174.377937
216.697526,256,3174.800778
267.639396,355,3175.356285
268.513099,239,3175.746869
52.987291,153,3175.984274
252.451374,330,3176.498596
264.612468,366,3177.074482
292.432956,235,3177.43423
264.687741,225,3177.809918
265.643206,227,3178.159126
295.602323,212,3178.484501
285.670965,178,3178.776265
245.911754,274,3179.195034
208.446021,269,3179.633801
258.982559,290,3180.095749
272.642148,272,3180.52435
271.658568,239,3180.910419
293.203296,213,3181.24404
269.246708,264,3181.657909
288.388468,277,3182.213857
248.998802,243,3182.750128
252.133213,284,3183.346319
303.198621,246,3183.926719
217.294565,425,3184.720757
234.717187,339,3185.251303
263.611855,215,3185.575551
274.234448,269,3186.01603
263.263445,181,3186.138696
263.697002,186,3186.224157
292.485,241,3186.335738
291.13557,261,3186.456738
244.601906,238,3186.56797
291.720209,331,3187.115755
242.244901,191,3187.408624
248.525187,461,3188.132274
266.40533,221,3188.465799
260.878724,275,3188.896953
261.745064,222,3189.246664
281.628686,228,3189.608009
294.917899,322,3190.129306
298.57311,217,3190.473779
255.812612,316,3190.972406
285.524595,292,3191.449775
291.689012,259,3191.868377
276.694526,283,3192.334755
244.313736,328,3192.866053
266.96505,223,3193.241302
287.148662,569,3194.137
279.579704,269,3194.887722
282.814734,261,3195.462805
288.53491,282,3196.063839
261.881867,231,3196.620541
289.66796,299,3197.224772
245.544876,230,3197.611418
283.825181,398,3198.235225
266.637698,254,3198.652416
261.109704,264,3199.073161
273.060585,217,3199.408712
286.224195,211,3199.757001
270.876977,188,3200.050712
258.886041,205,3200.367278
272.372398,269,3200.802008
295.639527,268,3201.223514
278.388408,190,3201.514715
257.79069,280,3201.962317
283.463023,261,3202.360074
294.262485,231,3202.75105
294.641341,355,3203.325629
285.150943,233,3203.583218
149.050103,1000,3204.090663
264.107546,202,3204.185006
236.520001,228,3204.291243
266.046185,185,3204.375854
249.869262,277,3204.855066
269.431652,230,3205.219035
282.691034,328,3205.739915
249.572277,222,3206.103062
270.660347,218,3206.445409
285.987915,208,3206.772561
241.553424,193,3207.119333
257.368962,244,3207.682524
249.508374,287,3208.325107
267.69447,211,3208.796035
292.441641,239,3209.366276
274.729608,243,3209.815569
278.945969,205,3210.161015
280.649458,256,3210.580574
233.039048,247,3210.991426
288.896241,223,3211.350571
248.821738,196,3211.6611
247.112515,297,3212.152787
266.837248,265,3212.567843
277.855857,237,3212.956042
28.88174,98,3213.111969
280.829422,158,3213.387324
262.17334,199,3213.705463
230.304578,394,3214.335719
248.875792,189,3214.642127
263.6539,292,3215.118254
242.552325,187,3215.428067
301.440082,253,3215.81366
269.534761,281,3216.271361
305.301713,215,3216.625734
244.632075,221,3216.98413
269.854873,212,3217.344341
266.677395,225,3217.715245
232.976815,250,3218.123547
256.547351,221,3218.500431
281.939026,181,3218.794276
277.950221,246,3219.190986
260.378395,242,3219.685153
269.311087,432,3220.686671
301.432209,230,3221.205382
264.020841,271,3221.874598
256.468103,293,3222.301846
267.123904,242,3222.414609
260.767274,199,3222.507071
267.708813,228,3222.631849
248.646022,218,3222.734415
257.469932,441,3223.466187
276.868706,226,3223.845708
273.54673,343,3224.389155
41.476842,144,3224.627974
249.372847,229,3225.026466
278.225678,268,3225.467619
306.272034,196,3225.793605
253.787861,194,3226.106228
249.75084,193,3226.413854
279.042926,247,3226.831546
270.151245,205,3227.158707
297.491566,274,3227.597279
235.735591,317,3228.131809
274.475781,218,3228.470782
257.735365,212,3228.823738
278.326917,285,3229.276991
249.371714,203,3229.594525
282.980621,173,3229.875886
297.502802,324,3230.379979
247.17796,212,3230.737951
253.274646,203,3231.094224
260.935035,303,3231.591436
264.544881,198,3231.901965
47.360256,104,3232.171437
241.314934,244,3232.726063
286.851429,175,3233.135058
267.525765,340,3233.948959
253.079991,200,3234.454885
258.506616,246,3234.876547
33.842325,86,3235.011478
265.868427,189,3235.334313
276.749409,182,3235.639658
300.992197,322,3236.168931
274.986927,237,3236.568673
272.931386,266,3236.99703
275.044711,362,3237.595839
277.603807,352,3238.180319
295.564847,333,3238.729264
261.735379,253,3239.146391
253.062384,252,3239.569763
251.176646,289,3240.116462
258.886058,202,3240.211749
270.41921,256,3240.332284
298.311769,213,3240.446834
257.672173,190,3240.537595
269.352343,242,3240.945138
276.328033,236,3241.33625
277.980687,216,3241.699115
277.492305,271,3242.135433
248.99032,208,3242.470681
295.218707,303,3242.973363
310.233404,257,3243.394296
287.58135,249,3243.819047
295.911084,225,3244.1848
252.203188,209,3244.571543
271.522384,228,3245.131979
273.300742,230,3245.659951
273.614736,290,3246.350646
243.214914,224,3246.910445
246.636561,254,3247.339806
307.444347,349,3247.930441
300.506786,330,3248.466728
272.094179,263,3248.915516
255.959413,360,3249.502424
248.086077,223,3249.880791
274.836757,275,3250.344465
287.09789,248,3250.765698
280.909485,340,3251.36065
263.031287,253,3251.766171
259.169669,221,3252.137203
260.505696,218,3252.483976
280.880772,231,3252.852746
287.048202,249,3253.268413
274.018823,246,3253.670903
256.81329,229,3254.041865
259.533523,229,3254.428415
280.209349,319,3254.981712
284.872719,155,3255.254681
288.901126,329,3255.808943
288.915869,187,3256.112178
9.170847,103,3256.290235
269.170352,193,3256.601438
243.288639,493,3257.649477
241.379264,191,3258.063703
281.271775,217,3258.469449
298.644122,216,3258.605041
238.809629,186,3258.735724
115.874189,1000,3259.451732
250.172543,181,3259.55702
274.107209,190,3259.878882
274.804845,188,3260.207732
274.175532,353,3260.817269
286.216621,196,3261.145212
285.745683,245,3261.570745
242.342056,198,3261.896738
269.901943,314,3262.405506
232.615615,421,3263.133189
278.875141,173,3263.408657
298.594996,240,3263.828329
236.885733,214,3264.179229
260.45157,226,3264.536096
255.737206,198,3264.87729
272.386179,288,3265.356493
305.507618,190,3265.689232
305.892423,236,3266.075558
262.62302,225,3266.440692
302.322005,198,3266.766483
281.580184,208,3267.098934
242.882324,267,3267.534522
267.065851,257,3267.974813
264.944951,249,3268.39531
124.130792,1000,3270.310963
281.791443,249,3270.850691
282.236828,252,3271.450824
276.078696,198,3271.932788
274.160964,387,3272.573978
253.301522,273,3273.012563
263.982842,179,3273.303843
273.607932,174,3273.572573
278.119676,194,3273.871238
257.711969,236,3274.260349
263.678167,253,3274.668525
279.51182,237,3275.0398
279.193683,188,3275.334333
256.029055,259,3275.737703
289.275912,206,3276.059585
268.839004,192,3276.373582
278.021208,210,3276.700675
150.335243,1000,3277.272633
272.798859,261,3277.399298
268.130033,228,3277.508647
305.538013,225,3277.622736
305.331646,207,3277.721101
267.573755,179,3278.01947
301.189753,337,3278.564513
242.755471,297,3279.011889
266.203662,226,3279.380721
249.393859,283,3279.808945
269.878738,252,3280.20056
289.652318,241,3280.586451
227.407998,289,3281.038294
302.679313,158,3281.301832
244.725255,201,3281.637155
282.55122,249,3282.016253
275.336679,269,3282.663169
269.915958,214,3283.107324
21.781704,127,3283.374071
257.568545,209,3283.842604
281.587876,333,3284.617653
258.759683,970,3286.181755
276.996589,240,3286.544131
277.045708,245,3286.913202
282.676876,243,3287.291938
285.88818,235,3287.661195
14.033208,127,3287.864536
251.076907,217,3288.201671
287.485056,273,3288.633132
252.853868,259,3289.050041
302.941954,241,3289.413747
262.851105,247,3289.80339
279.632068,219,3290.138426
306.609457,280,3290.552696
294.112698,242,3290.946466
270.687342,457,3291.668743
264.510923,973,3293.25134
274.122015,262,3293.670576
271.239183,222,3294.025777
284.308685,414,3294.519701
271.85293,214,3294.674681
261.915841,178,3294.799453
263.092063,769,3295.335586
281.07833,323,3295.542754
289.173124,206,3295.996699
279.18535,294,3296.701803
268.105883,196,3297.143621
297.191621,231,3297.521197
42.405842,115,3297.711034
252.408289,196,3298.018211
240.973059,224,3298.385075
270.178103,177,3298.660099
295.979914,248,3299.045406
222.171266,350,3299.61602
270.96793,675,3300.680833
263.467759,229,3301.032739
258.931816,193,3301.347278
242.284171,300,3301.812843
292.373444,272,3302.252023
273.495853,197,3302.573179
281.003461,190,3302.871244
253.678372,296,3303.332397
270.931382,210,3303.675972
246.850328,221,3304.040628
285.328952,312,3304.546638
268.343384,312,3305.042025
287.286334,248,3305.451634
254.377054,203,3305.766161
283.379667,161,3306.011542
266.169645,212,3306.341424
248.949636,363,3306.916375
237.116691,327,3307.642197
265.036967,262,3308.393449
293.764392,195,3308.854032
317.751923,177,3309.27891
263.182468,222,3309.739972
263.921162,248,3310.117555
270.136412,186,3310.396544
262.941599,203,3310.746053
273.961691,284,3311.188501
272.175573,207,3311.516032
276.849343,246,3313.007953
304.768779,200,3313.1063
284.221098,228,3313.214669
283.714259,245,3313.32987
275.455851,197,3313.422451
259.274972,223,3313.778834
289.368426,225,3314.13172
295.751392,254,3314.511794
286.062977,213,3314.830335
249.341082,232,3315.238028
262.152576,171,3315.516377
256.306163,201,3315.827945
272.464491,203,3316.162219
266.973633,396,3316.780824
280.460064,182,3317.077983
269.256657,320,3317.579023
281.35018,251,3317.972842
271.525912,222,3318.335385
235.019725,284,3318.771807
249.389681,309,3319.261707
276.399979,272,3319.786997
282.921165,209,3320.252971
288.681531,243,3320.797888
269.642029,321,3321.524463
280.193135,252,3322.05171
276.712662,262,3322.47472
257.735001,169,3322.740602
291.705408,226,3323.095522
283.08766,229,3323.460855
242.729053,246,3323.851742
242.837034,274,3324.290102
274.573273,232,3324.658023
265.253895,194,3324.965039
276.73321,249,3325.365513
278.127765,241,3325.73653
280.85084,230,3326.086693
297.057027,223,3326.445073
285.213428,183,3326.722728
239.706855,217,3327.041989
271.337364,249,3327.439656
294.839122,219,3327.791914
260.018172,268,3328.204755
264.011809,247,3328.603307
275.844758,267,3329.008103
259.548254,221,3329.343196
261.567289,257,3329.760959
252.493009,279,3330.060637
277.131769,238,3330.173612
280.167713,185,3330.260614
288.465478,217,3330.362943
262.895842,209,3330.459833
277.373415,274,3330.913912
275.922539,265,3331.335919
263.501927,228,3331.69802
271.682122,294,3332.263835
280.518839,165,3332.620566
243.758939,168,3333.00054
283.273131,175,3333.369871
233.736644,205,3333.844177
269.61206,197,3334.303557
276.140663,291,3334.774456
57.836665,115,3334.962366
265.022989,253,3335.352338
290.246798,225,3335.713617
255.566369,268,3336.135299
252.76318,212,3336.466393
270.079809,277,3336.91789
246.27387,333,3337.437396
278.440956,975,3339.001053
263.031972,711,3340.145914
273.618335,273,3340.571147
310.039046,192,3340.862474
271.809535,256,3341.275445
233.796346,257,3341.676801
234.342695,269,3342.075191
257.086495,324,3342.583312
293.905689,195,3342.894166
264.462017,165,3343.164262
294.682482,206,3343.483282
253.839651,286,3343.928941
246.153283,342,3344.527315
297.594446,304,3345.235426
277.34074,191,3345.658282
247.293454,248,3346.210577
262.21946,281,3346.856871
278.439547,202,3347.196412
279.600087,181,3347.530495
165.766263,1000,3348.420346
182.201815,1000,3348.949296
174.049022,1000,3349.481228
182.12213,1000,3350.010351
173.585785,1000,3350.542964
246.902577,225,3350.949653
246.649004,220,3351.305978
285.332799,235,3351.67081
266.311872,281,3352.107476
260.810044,381,3352.703507
290.483621,202,3353.017823
248.910727,251,3353.414024
246.475772,481,3354.184821
252.961032,287,3354.657009
254.286127,338,3355.173825
295.030763,255,3355.557271
290.014286,344,3356.110068
197.36743,406,3356.754702
250.641218,187,3357.152617
264.901994,200,3357.569928
172.324122,1000,3359.693327
270.744504,207,3360.021551
258.937463,238,3360.389792
284.532359,180,3360.672258
278.681381,247,3361.059834
287.091918,246,3361.446944
265.824021,506,3362.252847
243.956754,300,3362.718733
314.697079,212,3363.059588
274.520052,256,3363.463544
267.573112,260,3363.874058
280.940275,296,3364.349009
248.643854,240,3364.727827
249.806107,327,3365.261683
268.404125,216,3365.61092
313.290133,227,3365.982497
256.974006,231,3366.361434
267.011248,476,3367.119333
259.26734,263,3367.324748
242.177387,198,3367.418149
257.340508,265,3367.542027
274.512331,249,3367.662765
241.037392,279,3367.791459
162.24133,1000,3369.501674
287.478936,234,3370.005328
283.588057,258,3370.560197
253.900336,223,3371.054531
301.381628,233,3371.626822
275.854689,254,3372.060204
286.505835,219,3372.404572
241.310801,179,3372.68627
260.533969,242,3373.070667
281.977172,244,3373.458943
298.613028,301,3373.950438
264.731968,233,3374.311646
282.150862,225,3374.679107
276.327815,222,3375.020943
254.448439,293,3375.502358
259.496453,363,3376.088733
289.185797,199,3376.405188
283.23631,254,3376.823535
274.508821,210,3377.157947
271.682253,184,3377.459786
267.636517,322,3377.990816
257.618957,186,3378.282253
247.695782,204,3378.600381
264.366891,223,3378.968292
272.057189,315,3379.440871
282.807086,237,3379.824469
273.231748,204,3380.142049
277.430085,245,3380.516846
239.861959,215,3380.867667
251.104474,343,3381.408219
262.018719,268,3381.878025
277.811192,239,3382.444156
309.481054,257,3382.98598
278.915739,253,3383.541803
266.271886,241,3384.12227
279.600541,224,3384.514189
283.79088,192,3384.817837
293.903465,220,3385.187997
155.415495,1000,3385.754952
285.646402,300,3385.900151
287.887534,276,3386.030426
302.610913,234,3386.140712
284.221143,313,3386.297435
261.239496,192,3386.606654
248.117263,357,3387.205553
255.222954,191,3387.516419
260.56715,249,3387.910108
173.550579,1000,3389.560612
266.559866,359,3390.124121
259.775819,419,3390.817247
280.165191,570,3391.763217
34.043012,116,3391.950798
20.84209,128,3392.157908
273.402668,349,3392.726105
249.383294,267,3393.156152
270.724094,324,3393.696395
259.694383,248,3394.090039
272.851542,226,3394.552457
273.224822,247,3395.097362
300.932367,304,3395.770549
253.070675,212,3396.260909
280.565445,226,3396.810349
240.806256,227,3397.171502
282.837822,317,3397.671903
267.986741,311,3398.193493
286.375706,212,3398.534029
279.683656,182,3398.8382
254.974535,247,3399.224174
292.486776,217,3399.57875
275.390432,423,3400.264368
306.0948,234,3400.645419
289.672671,288,3401.108983
23.602427,101,3401.269528
299.450627,194,3401.579093
