#{"t_start": 1760363941.1958025, "env_id": "LunarLander-v3"}
r,l,t
-100.507218,1000,286.609774
-109.006331,1000,287.066266
-121.132873,1000,287.537129
-105.841198,1000,287.995569
-91.594945,105,288.117042
-141.574162,107,288.262696
-230.774035,141,288.517497
-118.765626,77,288.646234
-72.670838,111,288.827911
-98.000327,108,289.004277
-16.221494,90,289.145216
-66.528314,108,289.316963
-85.460849,98,289.488047
-62.862754,92,289.631505
-120.682266,84,289.760286
-12.131824,89,289.918613
-35.154285,85,290.06266
-84.243403,115,290.257805
-44.679854,74,290.383701
-106.135364,70,290.520218
-27.403583,121,290.72133
-110.610806,70,290.799982
-47.282937,124,290.935337
-98.665524,68,291.008957
-47.291353,75,291.089996
-118.198605,90,291.193959
-67.0968,88,291.290324
-28.18122,72,291.36676
-79.298818,74,291.444345
-84.991939,92,291.546296
59.917101,76,291.649137
-92.217708,127,291.792241
-79.369592,80,291.883995
-48.174966,103,291.998769
-92.763136,107,292.124801
-87.89583,106,292.240561
-68.684274,99,292.346673
-37.322593,87,292.436589
-23.924941,145,292.594991
-107.034059,119,292.744696
-46.545498,103,292.85753
-79.417679,84,292.951041
-65.790795,90,293.059647
-60.17916,76,293.15028
-51.53783,86,293.247403
-50.908878,105,293.365584
-100.686357,92,293.46344
-60.406225,102,293.600945
-86.98434,151,293.786943
-88.248362,114,293.919687
-108.64762,82,294.011515
-66.149859,86,294.108148
-47.629717,75,294.196695
-35.125862,161,294.383526
-132.798575,118,294.522696
-88.717774,136,294.687808
-55.244711,76,294.788533
-125.19173,101,294.908963
-82.701418,90,295.016523
-75.115141,66,295.097327
-89.923902,100,295.219591
-83.638714,106,295.341861
-48.738981,87,295.437248
-75.310005,128,295.580244
-148.568089,128,295.722611
-100.607666,85,295.832319
-95.714009,103,295.944604
-89.655085,126,296.087334
-81.1143,65,296.216242
-101.444291,124,296.560688
-70.118634,110,296.694994
-25.652663,78,296.779857
-73.964799,128,296.929556
-76.952222,87,297.021408
-41.950978,139,297.185754
-158.589213,109,297.306858
-74.473708,81,297.395815
-63.493897,73,297.477515
-33.052413,86,297.609916
-94.085581,120,297.743499
-116.209144,136,297.952547
-94.446172,99,298.063068
-201.006499,113,298.256704
-55.784268,121,298.415867
-82.120859,82,298.525308
-92.287537,122,298.686348
-129.910864,108,298.816299
-34.3774,77,298.930855
-56.861779,104,299.04923
-74.31814,101,299.218864
-158.099433,124,299.374557
-131.705598,108,299.526295
-90.614727,133,299.707912
-86.51304,83,299.803391
-46.726425,164,300.036951
-99.106322,127,300.196867
-117.594168,93,300.381645
-28.780221,95,300.557638
-94.831398,75,301.041127
-11.681946,116,301.251055
-95.666486,92,301.520549
-169.821309,135,302.141396
-56.602889,1000,303.080731
-112.664138,1000,303.63036
-97.366845,1000,304.111418
-129.079218,1000,304.602459
-69.344742,1000,305.397273
-85.149946,110,305.522544
-80.848181,119,305.660941
-114.450293,123,305.794845
-110.09988,126,305.934424
-47.841726,112,306.060426
-83.187299,96,306.179108
-22.330446,113,306.322848
-59.016159,84,306.417595
-100.668426,125,306.560839
-100.557298,104,306.678824
-81.053024,110,306.803237
-230.154058,128,306.954673
-183.886425,125,307.094565
-81.266686,91,307.201583
-51.810169,95,307.322321
-105.299779,88,307.423109
-30.022948,104,307.542712
-123.304291,102,307.653506
-51.132642,128,307.800254
-110.540912,106,307.917908
-112.678814,114,308.039544
-104.74978,99,308.156972
-58.453987,108,308.279188
-64.666456,86,308.386279
-21.925719,151,308.559986
-117.604801,94,308.678248
-82.851063,86,308.79406
-53.205722,116,309.008759
-125.004133,117,309.161561
-91.413437,87,309.272431
-45.058323,83,309.370124
-89.540063,93,309.511565
-65.615492,95,309.668626
-140.435759,117,309.797417
-104.482,99,309.952348
-68.181503,79,310.098441
-62.381725,109,310.231807
-68.131086,73,310.317226
-165.898094,113,310.456286
-79.589275,146,310.62895
-95.761966,98,310.739216
-62.87319,94,310.917002
-137.343917,96,311.037638
-124.804984,115,311.173911
-89.533339,99,311.293738
-73.561867,72,311.381602
-47.012532,126,311.645757
-66.241107,71,311.746395
0.53196,92,311.851323
-122.1275,97,311.962954
-75.460242,127,312.105971
-62.713103,91,312.21542
-79.44325,92,312.322246
-81.347207,73,312.406381
-55.397241,82,312.504704
-55.14179,78,312.608493
-91.518086,61,312.677517
-68.90005,105,312.805368
-126.892074,135,312.98443
-99.251749,85,313.08314
-23.530504,75,313.173264
-33.114905,83,313.474508
15.330821,95,313.684887
-90.644325,75,313.807592
-130.845724,102,314.161579
-57.947326,106,314.33015
-127.56876,104,314.488228
-102.25463,113,314.682721
-76.112986,104,314.846915
-107.412078,99,315.192826
-101.329361,140,315.427846
-61.824463,103,315.614532
-113.206919,144,315.896671
-87.403371,111,316.032394
-83.095765,74,316.113924
-53.425517,100,316.23485
-88.807811,66,316.312852
-71.193142,81,316.406005
-54.111625,95,316.516061
-106.107656,108,316.639184
-42.48157,135,316.807814
-70.201021,106,316.929184
-132.487736,103,317.045649
-75.778743,126,317.201606
-253.588153,146,317.436832
-45.530634,122,317.603992
-223.793541,134,317.771538
-88.829,112,317.944274
-126.144937,94,318.045869
-69.397465,91,318.197478
-73.040728,95,318.313988
-77.051774,141,318.479673
-117.695693,105,318.616236
-57.606926,112,318.751139
-75.501786,79,318.843609
-37.040331,92,318.969328
-83.65054,62,319.034925
-82.999307,1000,319.563821
-108.672752,1000,320.133816
-102.643698,1000,320.587786
-90.133998,1000,321.060802
-86.580674,1000,321.52425
10.502773,119,321.667813
-80.043748,105,321.787192
-113.012968,144,321.9586
-27.354959,130,322.130184
-74.832379,99,322.251713
-83.958025,143,322.408224
-150.111837,116,322.539383
-62.028348,109,322.672521
-30.478452,73,322.753863
-118.456075,94,322.8592
-93.987626,98,322.974432
-13.386924,127,323.140666
-35.376889,119,323.281168
-112.272509,116,323.411109
-62.954735,112,323.534311
-57.95025,116,323.677976
-86.398365,107,323.802011
-238.770782,131,323.954239
-191.116762,179,324.18005
-35.805828,135,324.341617
-69.396715,117,324.482408
-63.91436,134,324.646867
-208.385328,158,324.829011
-224.173136,159,325.008624
-132.810665,109,325.147209
-73.518576,120,325.295501
-22.647991,96,325.409584
-206.970316,101,325.521574
-214.002673,128,325.6707
-71.149312,97,325.774314
-90.032973,92,325.874373
-19.677288,86,326.016437
-105.919337,118,326.221943
-149.118131,82,326.365825
-34.896596,140,326.593135
-27.505775,92,326.736668
-83.993518,136,326.948406
-105.654216,115,327.119477
-42.134055,83,327.257518
-47.105282,108,327.459227
-48.64202,69,327.579833
-59.428431,81,327.738352
-43.996937,89,327.89352
-117.75628,122,328.116346
-48.800927,115,328.329564
-106.993355,113,328.4735
-56.62275,113,328.608038
-94.319592,124,328.749032
-79.003384,121,328.887699
-225.049595,120,329.022894
-98.664686,157,329.200562
-60.851822,109,329.329092
-62.579753,116,329.470324
-56.772914,115,329.61449
-82.062043,111,329.745715
-37.7555,78,329.833624
-20.868208,141,330.004488
-121.905089,83,330.097269
-58.626497,105,330.222439
-118.557288,82,330.318975
-49.057199,83,330.411382
-21.36521,122,330.564389
-82.858892,106,330.690135
-89.168709,91,330.796731
-49.997246,124,330.942537
-48.620854,126,331.087123
-78.363636,95,331.196552
-28.637424,123,331.343387
-106.585905,130,331.490506
-106.383015,86,331.605574
-15.615447,83,331.694935
-65.096608,83,331.791973
-44.59492,102,331.907324
-82.623228,101,332.018383
-74.395883,104,332.135597
-96.486063,107,332.259049
-105.652126,119,332.399363
-22.013709,73,332.4895
-69.74172,123,332.654025
-36.955174,132,332.806503
-106.824893,140,332.970399
-50.190749,95,333.081645
-70.659963,113,333.215755
-87.93144,117,333.35318
-53.825338,83,333.44742
-111.214172,81,333.546429
-77.332221,83,333.652477
-57.25695,109,333.77302
-68.178431,71,333.848428
-111.401364,80,333.936209
-85.481337,1000,334.523059
-99.832228,1000,335.014679
-108.043061,1000,335.477
-141.57916,1000,335.94991
-132.86837,1000,336.413332
-49.446549,75,336.506152
-25.815404,105,336.641674
-89.167103,108,336.778779
-24.135168,84,336.874266
-155.307366,173,337.072583
-63.518664,110,337.202643
-35.551038,89,337.312994
-63.129227,87,337.421621
-22.986988,117,337.559932
-123.458896,83,337.658317
-40.042197,116,337.806059
-59.99838,89,337.903817
-86.65024,96,338.012314
-99.705783,122,338.161
-98.555607,107,338.285444
-42.808692,160,338.561556
-57.796871,113,338.744135
-71.937385,77,338.879879
-93.473693,147,339.113516
-102.88468,83,339.24644
-73.81162,124,339.45403
-57.633588,95,339.611528
-208.510145,124,339.810543
-46.672802,118,340.022573
-81.356613,113,340.213663
-115.907484,115,340.424171
-42.773297,110,340.70423
-61.579476,89,340.929826
-42.544776,146,341.112116
-43.114693,119,341.250944
-44.611938,107,341.378528
-111.427947,110,341.50098
-109.111323,130,341.665912
-16.293123,74,341.753312
-29.165914,104,341.875518
-29.759156,104,341.997568
-73.608688,139,342.176781
-144.952105,97,342.286799
-88.316575,118,342.424976
-77.503006,163,342.627416
-43.006892,137,342.794826
-53.213293,154,342.979626
-69.30736,122,343.15381
-57.321103,114,343.293488
-55.030838,128,343.456588
-46.985052,83,343.553326
-126.225873,117,343.70177
-76.295583,101,343.818548
-126.395311,76,343.906559
-21.451975,118,344.046351
-59.443563,98,344.171832
-72.605529,92,344.31663
-44.102584,109,344.489637
-98.520782,103,344.607881
-76.703513,65,344.681043
-75.205989,98,344.78904
-72.405906,132,344.93889
-0.246996,112,345.065625
-101.700189,105,345.19893
-66.989221,82,345.293403
-64.411886,150,345.462425
-170.03842,115,345.596651
-16.839399,132,345.77715
-27.967849,107,346.170622
-66.659354,88,346.352598
-105.770463,111,346.480984
-57.071356,99,346.588374
-64.284798,103,346.713176
-133.0518,91,346.819213
-60.613415,112,346.955162
-38.878659,113,347.17006
1.373374,130,347.342015
-81.632813,80,347.433618
22.360403,95,347.546287
-184.257132,132,347.702457
-75.122172,97,347.811579
-97.423537,108,347.934063
-22.028879,82,348.024541
-135.526878,84,348.112474
-25.272413,87,348.208059
-171.130157,114,348.348253
-85.845828,122,348.492597
-97.307229,97,348.609603
-51.684665,89,348.712448
-33.653695,69,348.793662
-132.41027,135,348.949291
-52.604504,80,349.037056
-76.956476,84,349.12929
-87.456815,105,349.248049
-97.929461,103,349.373235
-20.688279,131,349.528226
-66.414292,122,349.679948
-114.412562,1000,350.185547
-114.221601,1000,350.652829
-156.998011,1000,351.197642
-128.308356,1000,351.814095
-144.496221,1000,352.595345
-6.472592,123,352.965658
-72.320494,119,353.187786
-73.087146,128,353.412657
-64.690943,112,353.579973
-54.230643,113,353.713168
-73.897727,114,353.851991
-86.691912,134,354.007391
-132.354964,127,354.151464
-129.276098,72,354.235392
-84.281994,117,354.365979
-52.376125,137,354.521196
-81.509007,130,354.689902
-53.212194,81,354.777008
-98.885907,99,354.890215
-70.747502,93,354.995655
-190.501146,127,355.148532
-183.261741,156,355.326941
-82.310123,88,355.426278
-68.479748,112,355.554512
-56.096199,122,355.704038
-57.925716,104,355.818633
-93.1714,108,355.936926
-45.549794,102,356.056864
-66.155838,113,356.182326
-29.160205,102,356.299209
-34.840533,74,356.380569
-21.496554,117,356.513503
-230.458318,155,356.708614
-47.946363,140,356.871052
-68.664598,107,356.993583
-62.295927,135,357.157418
-94.981022,110,357.291766
-61.783571,88,357.400008
-68.613582,126,357.553199
-78.588366,132,357.810511
-40.73537,101,357.939303
-52.428644,124,358.083323
-44.595141,90,358.204618
-54.109946,79,358.302792
-121.473549,138,358.470556
-77.973504,108,358.721903
-72.003238,152,358.973302
-114.591746,106,359.106966
-27.614673,111,359.282929
-83.65166,139,359.678829
4.737809,145,359.946585
-75.651685,61,360.015577
-14.933508,133,360.173175
-140.122582,106,360.298228
-56.362068,129,360.442815
-39.974127,98,360.562017
-66.525653,104,360.682127
-64.116076,120,360.815154
-45.086572,113,360.951129
-61.435036,121,361.084759
-38.111425,103,361.201508
-10.724215,118,361.33686
-58.253984,89,361.44773
-117.743414,143,361.619223
-23.985312,83,361.718572
-177.475906,116,361.857494
-121.229963,105,361.98823
-110.942388,119,362.12739
-109.099856,99,362.245125
-35.233184,122,362.379071
-75.486588,108,362.507163
-32.392846,196,362.739256
-60.60711,88,362.841946
-28.322032,161,363.042239
-56.368911,125,363.184928
-67.646224,106,363.306852
-59.110474,106,363.430645
-44.176495,103,363.606929
-94.427077,99,363.766961
-46.935584,80,363.899006
-23.984894,126,364.138606
-37.059215,73,364.258909
-52.26342,104,364.431563
10.941328,141,364.6695
-183.054154,122,364.868056
-189.02212,112,365.056406
-187.266315,92,365.242239
-97.249194,146,365.500279
-74.660705,76,365.64743
-39.108076,147,365.910123
-49.807674,111,366.047292
-37.124669,103,366.184203
-179.633508,1000,366.74249
-146.808597,1000,367.201181
-150.045497,1000,367.666915
-148.904985,1000,368.350255
-136.861633,1000,369.435809
-96.419497,90,369.584836
-37.037298,165,369.898407
-116.473113,119,370.096339
-69.475713,100,370.290333
-41.310928,108,370.564418
-78.543935,117,370.781423
-141.078425,120,371.187857
-74.032382,123,371.33456
-49.454467,104,371.559052
-91.322791,79,371.805642
-42.20754,94,371.936443
-62.115062,88,372.038465
-87.359004,106,372.162804
-59.156066,105,372.286677
-178.763343,95,372.39468
-12.642169,88,372.514565
-43.463588,92,372.706508
-15.262548,81,372.823785
-74.147103,184,373.12794
-77.756483,113,373.418958
-182.643828,411,374.00818
-90.450938,98,374.202178
-62.260331,107,374.399666
-84.609991,120,374.681783
-13.10457,121,374.905123
-111.998065,113,375.131683
-1.058975,352,377.025667
-18.257035,94,377.2115
-53.561032,106,377.423258
-50.360437,149,377.688601
-38.170115,161,377.993058
-10.544542,95,378.152794
-71.324053,115,378.374117
-40.756415,158,378.639667
-130.056035,115,378.782338
-79.759877,137,378.960527
-79.831933,141,379.126644
-40.781819,100,379.245848
-97.004936,91,379.3536
-79.317775,79,379.44629
-62.235319,160,379.647357
-99.642353,85,379.746212
-30.086156,105,379.870245
-2.560553,122,380.025747
-25.856484,128,380.178005
-82.124189,134,380.336126
-98.811737,86,380.437328
-37.236927,69,380.522233
-19.069463,95,380.650666
-29.992037,119,380.806856
-102.587416,101,380.93177
-101.225995,130,381.102732
-47.657201,69,381.199016
-72.60984,99,381.319455
-129.818635,149,381.502255
-44.657508,114,381.644028
-82.816523,117,381.785057
-123.417109,129,382.010068
-66.015022,127,382.258282
-70.022674,88,382.36086
-139.741494,60,382.428938
-5.063293,99,382.549785
-85.46592,103,382.679223
-30.843708,118,382.822503
-54.27785,71,382.909988
-100.563597,85,383.014015
-59.987867,126,383.176823
-60.931243,124,383.320443
-29.538638,112,383.44576
-49.025671,106,383.633033
-103.165142,109,383.764281
-61.860261,119,383.913735
-34.920161,183,384.145627
-26.897831,513,384.766893
-73.130762,126,384.978701
-26.866968,154,385.250301
-90.023478,95,385.358903
17.430762,157,385.537816
-36.859555,92,385.648014
-92.181408,122,385.793531
-131.03068,1000,386.331477
-135.118031,1000,386.783858
-109.631,1000,387.226548
-152.402603,1000,387.693427
-101.003579,1000,388.147588
-37.553986,116,388.295986
-28.429189,92,388.41681
-99.441649,106,388.546872
-87.451304,142,388.799377
-53.343497,126,389.008403
-38.203186,95,389.169507
-30.616962,162,389.456783
-50.807277,135,389.684799
-48.636077,139,389.914846
-52.576476,119,390.094581
-14.956683,141,390.348126
-19.745252,126,390.576968
-90.011908,142,390.847771
-66.927176,128,391.047895
-75.997368,125,391.198058
-149.604889,111,391.334005
-104.86336,136,391.490556
-2.080351,100,391.635747
-1.200885,103,391.763767
-30.68232,119,391.905873
-13.666697,126,392.058787
-257.612889,164,392.334486
-83.134883,162,392.526284
-71.186168,123,392.7016
-198.934331,134,392.860004
-37.778363,92,392.972747
-32.601005,243,393.267465
-74.069435,105,393.394382
-183.609699,104,393.514754
-105.718885,111,393.659384
-206.444209,189,393.876431
-5.416781,150,394.051414
-91.214533,171,394.255003
-38.747666,88,394.358225
-73.929522,82,394.450021
-36.257993,139,394.620642
-78.336276,85,394.731452
-70.988842,103,394.854918
-69.257995,128,395.013115
-57.35041,175,395.256577
-26.368693,209,395.528745
-82.414065,114,395.66907
-106.131731,118,395.825027
-123.39533,204,396.065306
-19.066628,122,396.205436
-60.723056,133,396.371651
-53.978057,178,396.591582
-114.600725,124,396.761474
-37.146706,142,396.922114
-202.344805,133,397.07495
-118.776742,145,397.245239
-17.348774,132,397.408861
-28.830611,118,397.553848
-35.03823,85,397.666822
-146.915625,85,397.776436
-86.82565,111,397.912705
-41.473941,132,398.066112
-52.442303,76,398.152532
-84.527736,135,398.307194
45.155734,219,398.565457
-5.772953,112,398.707268
-60.462018,139,398.894713
-94.498333,92,399.001736
-115.142867,135,399.160264
-33.203648,74,399.243562
-99.920962,113,399.376016
-43.05029,120,399.51793
-55.995637,128,399.678304
-35.192857,110,399.810961
-92.718242,103,399.947967
-142.928931,135,400.108416
-26.522217,77,400.201007
-47.865196,146,400.375581
27.384185,238,400.680392
-248.685209,168,400.901181
-149.366442,146,401.124305
-125.912472,1000,401.936514
-103.986942,1000,402.539273
-162.270197,1000,403.227333
-130.159003,1000,403.777807
-153.678663,1000,404.246986
-39.413028,111,404.382318
-48.376367,176,404.587463
-22.035411,145,404.763414
-145.448418,126,404.916919
-51.694384,157,405.097769
-101.12071,117,405.252936
-34.982832,170,405.46856
-76.977085,68,405.553678
-61.088226,113,405.697589
-102.293637,127,405.855784
-36.169353,89,405.962174
-80.498544,129,406.108118
-55.539012,112,406.254053
-39.485008,106,406.380502
-54.091913,136,406.544523
-41.962724,113,406.689694
-103.844502,123,406.832965
-7.160401,99,406.952709
-14.838953,164,407.139455
-107.08625,200,407.388382
-2.409638,178,407.609648
-21.283631,105,407.734279
-108.75266,125,407.891922
-31.59888,148,408.068932
-164.47147,308,408.444606
-6.395204,203,408.695635
-26.699613,183,408.925606
14.014982,124,409.07734
-18.294124,108,409.208535
-47.904812,139,409.392033
-63.30017,185,409.609266
-131.651936,80,409.710109
-69.622364,141,409.883944
-85.445183,127,410.036608
-68.628118,110,410.169465
-10.74097,110,410.296542
-61.399431,114,410.445591
-12.63951,131,410.605523
-13.733086,88,410.71615
17.512516,97,410.838638
-45.651789,125,410.994391
-15.089709,121,411.139212
-105.221975,119,411.27845
-66.215898,436,411.816035
-6.500986,129,411.976267
19.620294,109,412.109625
-69.056194,85,412.214519
-76.02218,139,412.37516
-56.47924,142,412.562457
-89.225696,106,412.6968
-49.160869,169,412.913545
-30.808259,120,413.058808
-84.964383,101,413.181565
-157.366871,185,413.407036
-12.739728,152,413.6653
-46.618357,135,413.917944
-39.548422,119,414.121116
-26.46823,80,414.258695
-115.286753,78,414.384436
-194.302143,158,414.682463
-2.337541,193,415.020469
-61.657069,119,415.236601
-57.321834,177,415.563422
-44.671578,500,416.29989
-107.790083,180,416.508582
-134.415203,1000,417.796889
-124.475263,1000,418.249967
-130.828562,1000,418.7166
-188.387296,1000,419.184471
-182.746139,1000,419.633406
-10.47294,81,419.736237
-15.894892,160,419.954495
6.359639,97,420.074584
-17.003671,157,420.269062
25.765477,127,420.432406
-52.921733,571,421.148044
-17.915949,122,421.291611
-22.638769,147,421.458363
3.092135,120,421.59933
-18.089464,91,421.712195
-86.978295,168,421.9245
-49.184521,118,422.065359
-48.134071,141,422.236894
-97.192262,162,422.437036
-40.675039,99,422.55602
-53.474588,165,422.757124
-48.187061,103,422.894221
-43.598494,146,423.071488
-57.43772,145,423.25433
-70.504126,168,423.450433
-54.869895,183,423.68339
-21.218986,171,423.886762
-25.888911,124,424.055074
-25.260649,118,424.194041
-25.030271,111,424.325194
-166.219474,117,424.460934
-26.342973,409,424.977763
-17.453414,150,425.180261
-193.128895,150,425.368246
-40.844509,129,425.521887
-61.234492,141,425.690943
-64.985056,116,425.823822
-76.972649,118,425.993194
-61.177841,79,426.147926
-36.113774,118,426.365547
-41.231973,93,426.526124
-7.392312,147,426.77235
-14.210556,158,427.041019
-52.756372,151,427.317874
-35.579398,125,427.533459
-73.192406,112,427.747654
-59.933079,102,427.926458
-81.821571,112,428.13534
-105.273119,152,428.423741
-58.023991,110,428.562799
-18.390701,206,428.834036
-47.665043,83,428.936226
-11.790128,125,429.084496
-14.248623,123,429.236563
-50.934184,147,429.423946
14.983308,170,429.634728
50.036376,108,429.763298
-38.870579,79,429.856741
-51.48066,98,429.968496
-33.143773,123,430.111815
9.293076,134,430.261851
3.309002,149,430.443207
-82.494797,86,430.543275
-222.877852,133,430.70397
-46.613708,92,430.812071
15.404482,108,430.938711
-1.98267,122,431.087663
-27.536563,120,431.229653
-12.662219,145,431.417169
-18.214461,86,431.518576
-146.396291,1000,433.174674
-167.82292,1000,433.64729
-189.301334,1000,434.10417
-169.189206,1000,434.570527
-163.460451,1000,435.02416
26.807324,244,435.325055
-33.794052,178,435.553879
-1.454468,192,435.789455
-0.853601,88,435.88821
-38.800326,104,436.012707
-53.645101,133,436.173316
-85.781976,301,436.55034
-105.914641,131,436.710645
-92.472753,132,436.870317
-60.115723,198,437.105966
-52.079192,118,437.242474
-30.685698,119,437.388093
-25.938624,203,437.651901
-61.102917,99,437.766957
-36.49808,134,437.925949
-48.514437,80,438.019706
-28.129957,78,438.109955
-64.055207,138,438.278417
0.970945,179,438.551934
-107.093255,168,438.855423
-31.878161,143,439.08974
-45.934379,141,439.324859
2.498953,161,439.592987
25.680712,99,439.764815
-0.061943,121,439.951178
17.88505,189,440.278377
-54.551088,151,440.552062
-62.5392,107,440.752661
-93.135851,317,441.168383
-48.468395,98,441.28073
-53.253996,160,441.461752
18.877264,293,441.829504
-119.562452,203,442.073483
5.470278,130,442.237144
-45.066976,108,442.361811
-187.308443,149,442.540494
-37.392038,95,442.658543
-97.051688,184,442.901137
-0.663412,138,443.065287
-24.128456,110,443.201643
-39.807093,97,443.314517
-25.770876,112,443.441406
-28.982196,770,444.378738
-111.836967,354,444.802117
-39.234545,122,444.963405
-13.004207,113,445.097726
14.075625,134,445.258125
-78.47973,125,445.405133
-33.907062,136,445.562371
-34.719203,133,445.720606
-9.037575,110,445.853103
-8.235352,118,446.007296
-2.311814,124,446.153957
-29.726202,145,446.316862
-25.151988,134,446.46796
-38.311723,175,446.67587
-38.55829,113,446.808842
-53.527792,137,446.968982
-187.04794,478,447.554392
-98.967294,76,447.647425
-18.975563,143,447.822952
-136.075185,1000,448.332025
-126.793937,1000,448.787742
-132.553225,1000,449.251648
-141.441134,1000,449.710243
-110.670907,1000,450.175674
-62.664126,177,450.392594
-86.927809,103,450.502972
-6.630002,136,450.661862
-24.108572,100,450.777598
-2.142664,186,451.089193
-5.624612,144,451.348385
24.530363,173,451.629905
-36.550179,108,451.805186
-31.556451,146,452.055342
-23.304732,97,452.217115
-73.028782,134,452.450032
-66.580944,191,452.776067
-62.225721,111,452.985809
-35.851259,143,453.256369
-4.666355,175,453.476876
-66.001746,97,453.592381
-86.463437,133,453.755645
-22.207056,169,453.954124
-26.536794,237,454.241364
-52.698875,154,454.442519
-30.040957,83,454.54805
-70.754872,112,454.685585
-47.672256,173,454.891508
-3.424049,162,455.078472
-111.766352,612,455.853807
-86.575163,123,455.997633
34.293433,186,456.217476
20.957913,108,456.348277
-92.786525,142,456.530053
14.361474,160,456.731554
-92.598807,352,457.143544
-9.695117,155,457.336768
-91.261908,784,458.282331
-60.90863,80,458.372958
-14.639733,189,458.616179
-1.620438,177,458.824956
-51.023165,131,458.974884
8.790722,171,459.176727
-44.41181,138,459.344277
-22.598567,178,459.558063
-143.69765,584,460.287027
-0.259659,109,460.412317
-103.069797,163,460.616198
-44.31902,137,460.788529
-71.05676,1000,462.008928
-20.556817,396,462.488551
-62.624291,138,462.661561
-16.460683,165,462.872762
-29.963586,119,463.00975
-107.707344,1000,463.658326
-155.468982,1000,464.279747
-83.149977,1000,464.88657
-114.918707,1000,465.555151
-108.967023,1000,466.081303
25.459502,190,466.322484
-61.598129,126,466.471334
24.634512,170,466.681693
-60.839711,153,466.864789
-82.001642,104,466.995292
-29.431141,301,467.356509
-51.479426,108,467.487705
-36.529818,87,467.598929
-141.935555,156,468.095501
-153.308834,729,469.272449
1.232585,203,469.525369
-94.294606,145,469.707932
-51.789797,145,469.904315
4.325816,256,470.252039
47.016883,138,470.423811
-40.13685,171,470.633935
-66.969808,143,470.806844
-46.572987,134,470.974241
-38.195482,106,471.11106
-1.104464,155,471.324827
-180.855901,162,471.527381
-61.686246,218,471.8049
-48.090737,98,471.933517
2.526626,252,472.26356
-25.438391,130,472.429032
-37.651654,165,472.647285
-2.087756,171,472.854246
-50.396362,91,472.96607
4.791803,123,473.111367
-17.649764,175,473.348723
28.839642,260,473.67281
-192.191376,112,473.810277
-27.120107,139,473.991646
-5.462919,136,474.158864
-99.038187,601,475.132198
14.114682,176,475.371572
-11.557979,147,475.549915
-43.669034,177,475.813798
-116.88706,273,476.294047
-63.855177,150,476.552234
-13.88229,99,476.737176
-49.667216,133,476.96941
-103.99967,167,477.264462
-13.998644,102,477.480449
27.097921,277,478.015465
-4.43638,82,478.153847
-8.810298,164,478.359119
-139.486833,1000,479.634988
-1.517345,168,479.836904
15.928154,331,480.25484
-139.347403,1000,480.719491
-141.818039,1000,481.17434
-52.649079,1000,481.650872
-116.51981,1000,482.097781
-132.618152,1000,482.556859
-22.153378,150,482.767438
-166.921423,162,482.97044
-102.849796,105,483.102863
-150.828729,145,483.327506
-48.621716,165,483.72373
-33.123609,151,483.911523
-111.41557,921,485.278068
-54.231739,113,485.443949
12.413943,184,485.679096
-11.060645,177,485.910103
-105.695578,175,486.116795
-33.666321,159,486.311406
-64.163689,157,486.504858
-4.860534,99,486.631965
-32.215126,152,486.833882
-36.63083,109,486.968701
-19.970298,143,487.14375
-50.076218,436,487.679647
-41.062818,133,487.854537
-30.046091,106,487.984477
-82.576298,333,488.534039
-66.906721,144,488.785094
-19.008567,77,488.92564
-16.553492,102,489.105438
-30.930459,100,489.275687
-48.380409,364,489.923814
6.250976,155,490.234873
-59.248906,107,490.443542
-17.86077,124,490.635378
-57.089013,137,490.808956
-33.937152,139,490.973174
-7.637099,196,491.22631
8.389135,141,491.404983
-29.502836,240,491.710049
-31.872814,134,491.863517
1.115432,94,491.978242
-66.260171,263,492.316091
-42.475735,537,492.983108
-28.974287,78,493.072986
0.512728,207,493.344013
12.642622,98,493.47187
-46.377528,137,493.658883
-79.490321,368,494.13195
-95.91199,342,494.590528
-38.615701,109,494.740972
-86.458367,1000,496.044401
-34.475173,118,496.192661
-13.30173,148,496.389772
-89.396676,1000,496.930934
-95.9061,1000,497.39113
-79.907696,1000,497.849741
-146.041409,1000,498.305704
-117.068932,1000,498.775033
-10.644027,126,498.934154
-82.622343,132,499.105262
17.922451,187,499.35165
-71.124203,138,499.541725
-13.072632,158,499.740563
-170.800479,800,500.87507
-127.840009,143,501.119463
23.770364,95,501.27504
5.164874,162,501.575902
-13.197458,148,501.836161
34.522694,221,502.232495
-100.283779,867,503.582982
-45.918026,514,504.253798
-25.985639,107,504.393616
14.856603,133,504.564594
64.590998,134,504.758235
-32.929387,130,504.932525
-107.578037,600,505.745462
-11.084385,130,505.905401
-63.658245,103,506.030963
-41.651836,1000,507.336857
-128.884337,818,508.419021
-15.853134,545,509.152189
-34.683201,1000,510.505838
-63.703458,120,510.666168
-143.839574,907,511.863702
-33.715739,147,512.079955
-49.282245,128,512.241263
-22.239776,181,512.477324
-35.072097,122,512.653713
-54.601043,1000,513.213357
-45.412693,1000,513.828526
-71.212307,1000,514.431372
-28.260993,1000,515.07821
-93.722939,1000,515.688863
-84.542459,1000,516.981606
-4.511816,215,517.265354
-35.203803,178,517.489867
-42.75519,93,517.613995
-38.877085,181,517.852033
-9.114726,124,518.016855
17.538451,104,518.151623
43.355083,229,518.458198
14.846658,312,518.869308
-16.833044,132,519.037
